name,yelping_since,average_stars,user_id,review_count
Steven,2009-06-28,4.07,9Sc7vPSSdC4-Kkm1uzB57w,283
Carmelo,2010-01-27,3.78,gIWzYF7HQ8FPhPZ8e1xhuA,461
Jim,2013-05-19,3.4,TSThCn9RaHqYF1VknVTTRQ,224
Katie,2015-12-21,3.86,SAdffUxscHOEygtbQqREIA,196
Linda,2014-07-13,3.71,CrEBVkzIQs7tS-wWfaCjNQ,502
Zachary,2015-07-22,3.8,JaqcCU3nxReTW2cBLHounA,841
Alexander,2011-11-22,3.59,qPVtjjp8sNQ32p9860SR9Q,1085
Michelle,2011-10-22,4.28,_ykg4Fp8j_tU83q2tYC2FQ,333
Travis,2008-04-21,4.25,G-_KF_Ul4d3WGEa-G0Iq4g,1095
Cara,2010-07-21,3.91,NfU0zDaTMEQ4-X9dbQWd9A,971
Anne,2012-05-30,4.5,GRQeDtlWc1LLbwMuxFESKw,239
Christina,2008-08-03,3.91,u0JoB0Vm1ZhwF8nysxPnfg,515
Preston,2013-01-03,4.1,6HM3Hm3gP0MJ8XN7IkRcRg,247
Amy,2013-06-03,3.36,JesJ-LaNfr3pKhL7gWhDrw,530
Amanda,2012-02-12,2.66,hulIBBzPsCaQDcoh_JgSBA,204
Terry,2011-04-25,3.43,YJYFsF4z-C2qODH5HnGXiw,862
Eric,2015-11-08,3.38,tU94-C1zpBsfGFvpsJJr2w,286
Danny,2015-06-30,4.2,aX6_Pf3njB-H3FrqgnNJ2g,320
Sarah,2015-01-05,3.87,Nq6e5N8bjgD9B46O4va_zA,354
Kellie,2011-08-16,3.75,QmethzRyAvZXS9m1UNJpdw,408
Dennis,2010-06-13,3.3,29yBaTFMSh-l6wNwy9d_mA,263
Ashley,2010-08-19,4.0,z8wN6EQuw_JF-zTjcNgsLw,337
Daren,2008-02-15,3.92,XEHZoTDWjw3w-gcQyYIe4g,621
Stephanie,2011-07-03,4.15,Ad-v2Z4vvuzxZxbpywIm0A,356
Chrisene-Faye,2010-05-21,4.06,SVcQ8yqaLDmjMwPRDwQPaA,193
Andrew,2014-01-04,4.14,sTAAPSkBP_6zxpajW40bHw,232
Thalya,2017-08-06,4.64,G2ToQ5eT91v2hkIT7I4X7g,134
Erin,2010-12-14,3.72,_8y-kAoK4BQ_MmzawRpQFw,186
Taric,2010-07-12,3.55,YpGt3hdq5adPlEFn9fQ2Zw,755
Bao,2010-04-29,3.69,kjeX2RXvW7RhBbD2QLd5jA,822
Vicky,2008-04-25,3.74,YfYas8wdkrrvbqXcBH9x9w,513
Vanessa,2011-04-28,3.38,8OeTLey-p-WaL9ErNEci1Q,670
Gabi,2007-08-10,4.06,dIIKEfOgo0KqUfGQvGikPg,1878
Kay,2012-11-08,3.7,3uPAF2-YwiTUN5NvVH6pIQ,546
Eric,2008-06-11,3.85,aKhv49qQ1A1MDvGZ-cVh7Q,563
Sheena,2013-11-06,3.81,oAil_gYOXUhqWnKA8SwKsw,412
Monique,2009-12-03,3.97,TQ9A1LVp6z-fIc494RsLDQ,711
Brian,2011-06-12,4.06,1fPiKjZhkGWLya1QLkwlhQ,283
Shar,2016-02-17,4.45,6YmRpoIuiq8I19Q8dHKTHw,250
Lauren,2012-01-10,3.76,2U5VJvQ17FtB0wAmpaMowA,315
Arlin,2010-09-30,3.78,0mKUbIUXOvH0cHcGQ1KGqg,300
Faiza,2010-06-27,3.51,Kj9cFO70zZOQorN0mgeLWA,824
Aletheia,2007-10-10,3.64,zSwb7qNpSgU3ekHMpiHsOA,564
Alina,2014-08-18,3.3,hTZb1INhnCG8URaFywVoYQ,374
Faith,2011-03-05,3.59,hLVq7VSJBHZwqurwWoCmpg,559
Faye,2010-11-22,3.63,J3ucveGKKJDvtuCNnb_x0g,754
Shirley,2016-04-15,3.55,eZeBuiVZWT7u3SktO7mv9w,286
Sarah,2014-07-17,4.24,8dxkcmAXY4ttrVFD1GhbdQ,567
Jeff,2011-04-26,4.1,lQCY0csLfjdDn6cdVq43UA,725
Bonnie,2011-05-05,3.92,KMQ-5KpTWIheGxlCOzowWQ,237
Matthew,2012-08-12,3.5,N6ZTMIue-2b30CJv2tyPGg,450
Chelsea,2012-10-15,3.71,d0D7L-vfQDIADolnPAcb9A,785
Tyger,2009-09-10,3.73,mzHRaYLoV-lwX79HghP6lw,309
Jeff,2008-02-27,3.38,rn2DB_YX0BvToYe50RNr_Q,223
Christie,2012-06-17,3.81,Fv0e9RIV9jw5TX3ctA1WbA,859
Yuko,2013-12-08,4.24,Gfxb_D1k8tueAoGn4cseoA,1388
Rick,2014-09-28,4.12,5FAD2Yq7DLBQ_-ef1iDA-A,281
christin,2011-02-09,3.21,QGX5wOzqUxnfd8sePiNQWA,318
Jay,2011-02-06,3.68,Z0GA65zCMI4ska4iHRr8Bg,552
Owen,2014-02-19,3.3,ic-tyi1jElL_umxZVh8KNA,1437
Phillip,2012-12-31,3.75,JrXC_MDp38BWwLn2SFdNsA,679
Melissa,2010-12-24,3.59,S5dGv1vID1hoBZm2A9fK5g,292
Steven,2013-05-10,3.73,7RCz4Ln_FaTvNrdwe251Dg,275
Chris,2014-10-12,4.06,rEVrHXlCNGQNOfWDKxOnTQ,387
Vanessa,2011-09-10,3.45,epkRB3J_oBEiyiwahvdmGg,354
Ali,2014-07-25,4.18,18qEoFOVEernpVLh97PQPQ,417
Regina,2010-06-26,3.92,5wT0vDycEzgq95yVCZ60Aw,569
Patrick,2010-02-17,3.84,S9Jw00eZHVj5_0sOM_C5Rg,1195
Mike,2010-08-27,3.69,L8cvMZLWmM4qWTl9SkxJ8g,489
Rodney,2008-11-17,4.09,F_5_UNX-wrAFCXuAkBZRDw,1227
Janel,2010-09-27,4.28,a48HhwcmjFLApZhiax41IA,315
Dani,2008-10-27,3.33,8ZryN_S-n48g6rsa3W3QtQ,2228
Scott,2008-11-19,3.47,Z128ihQea7BLPh2T9q9sKA,684
Brian,2010-05-10,3.45,_fGju43E8HBbNbvRwT0JfQ,313
Alex,2012-11-19,4.38,ktm2YMsb65tRnePcYpVlqg,546
Lisa,2011-11-21,3.67,PGx4HvY5joEeqXzam6tO7A,373
Ellen,2013-10-03,3.63,PRJMe-RgFnCEhyy7tf3DmQ,228
Joey,2014-02-27,3.52,z6gseuVl0cR7tRLQa_DXuQ,342
Alyse,2011-12-03,4.3,siVtjO8xrSxbrK-zqXCGew,719
Cherie,2013-12-11,3.74,gSO_NFz9zJaddMbldkfOfw,256
Laurie,2009-09-09,4.2,uERlyO-ASZag6XXouCrkhg,524
Roland,2008-01-13,3.7,7QVNLrJDkjsDsCtODlPdsw,399
William,2011-05-06,3.53,H7x9sZ0aXkI6zU1yy6NuEw,188
Melissa,2010-05-12,3.57,htiVdsiY_rBmJc65aZ3YAA,470
Tony,2012-07-29,4.06,H7pj7sbXY3N-WSEwa-JfpA,666
Jesse,2014-01-11,4.85,keBv05MsMFBd0Hu98vXThQ,470
Wowezow,2011-06-10,4.16,VkUfz-QuNF9qeGXUhaNpTA,280
Lauren,2010-03-17,3.58,TbhyP24zYZqZ2VJZgu1wrg,852
Suzanne,2010-11-15,3.97,1Z8g8lyU6ILsItOKJmJmxQ,237
Kay,2013-05-12,4.13,Pm1bHgmnkOJOFkHPAr7PjQ,328
Christine,2014-01-25,4.07,Kq_Cg-INSv4i8wNo1kDF-w,212
Molly,2011-04-29,3.9,ugNQV0isqQSAuuGzoK87sQ,531
Marlon,2015-10-25,4.3,6pzA8EDhHgW3A5-rBObhBA,259
Sarah,2010-05-08,3.3,bxBR0vakC_OAU-5rCYCDsw,315
Becky,2011-02-08,3.63,l5x4wzz9VOcQ22XMthU6uw,174
Courtney,2009-07-30,4.2,0mvmUHuGQL2kRRkX14CkTw,342
Nelson,2008-12-05,4.16,3nDUQBjKyVor5wV0reJChg,1420
Dixie,2011-01-19,3.19,--Qh8yKWAvIP4V4K8ZPfHA,525
Monica,2010-03-08,4.1,bpgbVPJcG-wQ4cNBcPPIxw,1013
Judy,2009-11-07,3.82,iDlkZO2iILS8Jwfdy7DP9A,1165
Stacy,2011-12-20,3.82,gqL5KBs2oS7qobnyd99iKg,1553
Annemarie,2013-06-07,4.26,Xb4aKpOlHkp9dmgTa__Q4g,456
Steph,2011-06-03,4.02,KmBPYlD00BupKSwWxOWA6w,244
Jeff,2012-08-21,4.26,zpwWpno3U-oZaG3AJuKqSQ,295
Bailey,2008-01-26,3.76,fgkJ6KUlrmbKyLDQervxsw,1312
Bobb,2011-10-28,3.98,8teQ4Zc9jpl_ffaPJUn6Ew,662
Amanda,2014-01-17,4.0,JcNSd3dXmIMVHP2CUpvMHA,250
Candice,2011-11-20,3.85,YVdOHf-f4NMfkrEApEZcGQ,334
Manami,2014-02-23,3.64,mEzc6LeTNiQgIVsq3poMbg,207
Jake,2006-10-31,3.83,R4eLJKwG9yQ44vfwaUHS3g,288
Cin,2015-09-26,3.44,XbiKsujS_qxU3xsr0xUqmQ,413
Diane,2014-04-25,3.69,Dgk0Wdoh7HPjhKQEPBU_jQ,185
Lia,2015-05-30,4.57,fj-cFMD2qheCcv3FNvMcEg,205
Heather,2010-05-30,3.85,kWj6AdUtkvbzhdsqRifwLQ,346
Brandon,2010-12-15,3.87,8D8mjeNaJ3DGhl0WX8copA,1028
Angel,2010-12-02,3.94,pZ6P_1V-bTSoYG1fg1TXzw,262
Robyn,2010-12-11,3.8,DPtOaWemjBPvFiZJBi0m8A,300
Chris,2007-04-12,3.69,QCtHk02W_Asu2LFfdmGQDA,412
Travis,2011-04-18,3.69,vKUlUXLVylwdttu7h1_Y5Q,863
Kevin,2010-12-12,3.67,k4M43lXJuQMpQW65DTqzIQ,458
Bunny,2011-06-08,3.93,uEvusDwoSymbJJ0auR3muQ,1176
Michelle,2009-09-10,4.19,ksYpOznbD-22wYpTiacHwA,397
Sarah,2008-02-25,3.53,pQdIIsbV5dGOVz_kWfMRTw,263
Ramil,2010-12-06,3.85,loOoIBFpGbkx8WaIpQndiA,263
Rob,2008-01-02,3.84,1O638BDK_fWuxgTVJwff-A,2253
Allison,2012-08-14,3.5,EiP1OFgs-XGcKZux0OKWIA,906
Danica,2008-04-06,3.7,_jYEC7fvqTxu5R2jhk_NDQ,228
Fred,2012-01-21,2.54,BeitdSC8JuthwhzjGrObwA,227
Paula,2011-06-17,3.96,6Nk8WX1STMTEuKjmRlrh6A,622
Michael,2013-03-28,3.84,5jJjY5_R06Og56VfjIc66A,1337
Joanne,2010-04-11,3.84,SxMBY64n31UHPjxzIastUg,641
Jerry,2012-11-29,3.34,qKJEQrFtW33HWqKzvn3U4A,223
Susan,2017-07-11,4.75,I-4KVZ9lqHhk8469X9FvhA,618
Jennifer,2012-05-04,3.48,jI43jHCXx1R-gg_vYcQWww,239
J,2007-03-19,3.61,QJI9OSEn6ujRCtrX06vs1w,1982
Jessie,2009-10-05,3.61,Ae4uXwFHp-5fGrt6OONaXw,795
Mindy,2009-04-13,3.98,YIMeEHUYm69m-Mqf-NjPHw,637
Heather,2010-07-07,4.28,rPRy7N3WCD3sVCrF60OOnA,302
Mel,2011-12-11,3.93,y3FcL4bLy0eLlkb0SDPnBQ,1561
Norm,2008-12-12,3.76,PKEzKWv_FktMm2mGPjwd0Q,2353
Leslie,2011-08-16,3.46,pwQ8E-hbDUJe3qtKt_IBBg,656
Shokouh,2010-12-02,4.07,akEFRm7rqlxIANKyTlaTOg,327
Serena,2009-07-13,3.81,NnrCwpS1i5mZtkGGzmIk0g,432
Kerry,2015-01-30,4.03,TJNkg75ODHabE5GBfV5wRQ,285
Lostin,2009-04-11,3.33,Gab1_sLsjJLAJojoFd-d-g,173
LuckieMaounds,2009-01-17,3.36,YQPDBJKKFFseQybsvo2rog,594
Brenda,2010-01-25,3.83,sa5zd7bwBQzajQB48Y9SUw,446
Jocelyn,2008-01-27,3.93,xLoEhU6zvFzcc0erH7gfyg,219
Louisa,2007-07-17,3.53,BQkC6RneYfvfG6wRe0hsvQ,1226
Ceci,2009-05-11,3.74,6CbNnrhmjcGLX_FM1vvVrg,421
Erin,2010-08-20,4.12,SCPgLdL2hoeP3Plnc0dkzg,380
Debbie,2006-06-16,4.11,vxR_YV0atFxIxfOnF9uHjQ,353
Chrystalle,2011-08-15,4.12,vPOkQJKahhR13LQ2ElSFGg,737
Mike,2010-01-29,3.77,sOudRDE_R3VYni0rEYFkSA,528
Gee,2010-04-12,3.63,djP46l4v0TQTqhLa-ZB1xw,493
Ricamae,2014-01-24,4.02,5OllWsrKJsYo3XQK6siRKA,164
Nicholas,2013-09-26,3.67,bWJWcQyDKtFSvsTW2tR3hw,228
Jody,2010-01-23,3.44,LvLaYXjvzdrPDXC3Zv3XoA,221
Chris,2011-01-05,3.36,1l_O3VEl9TV_JjKAzzyz0Q,373
Mike,2013-05-11,4.41,iqpSkSV9MwscDuwBNMfTGQ,684
David,2014-03-29,3.32,iRQ_YKpCBdaCwvc2X8_3NQ,429
Misty,2011-01-21,4.03,dwl0NrgPtTZWT_AKJ0ezjQ,377
JOanne,2009-10-28,3.75,77lef7kKkoOVupY-7AmieQ,421
Lauren,2012-06-17,4.45,u3ZPMVVEzneq8x856WksJQ,578
Amy,2013-09-22,4.03,LP883AysBJqOAIzQnIvqnA,297
Bruce,2009-03-08,3.6,hWDybu_KvYLSdEFzGrniTw,9278
Vegegirly,2011-01-05,3.85,jrqE4Jx-boDAxj4X7CLStQ,257
Holly,2009-05-01,4.08,A2JGzkvNjckSmps_4FbKWw,563
Nicole,2011-07-11,3.87,XJYFjbH-oTmu2dATTqyauQ,549
Sandy,2010-01-20,3.99,o4tYl3Hz0oDfpNn4k02DCw,1598
Ric,2008-07-14,3.38,VpqKcpEq2rgoS7Jlb_Aj1Q,199
Brittanie,2009-07-13,3.8,94HchNwPr69BdrF0On9uKQ,669
Fabby,2011-12-28,3.25,TCPLaprJm4FFei2DkW6K6g,394
Kevin,2009-09-18,4.01,OTRxfMCtfrbUemIigxCaOg,255
Kirstin,2009-05-29,3.95,BmipmKVTx37gpfPzK7eU4A,316
Risa,2011-07-30,4.12,Wc5L6iuvSNF5WGBlqIO8nw,1266
Chris,2007-08-12,4.05,_VMGbmIeK71rQGwOBWt_Kg,980
Ursula,2010-05-01,3.31,_ijx1PqANQVFLGNWCibdig,257
Chris,2012-11-07,3.46,2e5V6M4GNufEnbGJpVdCjw,674
Sarah,2013-09-01,3.92,8XKSiMpMxgdwI3qjuqmXFg,415
Elizabeth,2012-10-07,3.8,cCke3VtFLtqgzkgYSrSE2g,762
Dave,2006-01-07,3.22,U2sN2-HGvh27FyXKFlvkBg,387
Jared,2011-09-15,3.68,eOIMO2wT_WbNqmavhnCRxw,591
Jen,2010-10-08,3.84,bnk8hI3N5tprKm_lMK4I-w,486
Danielle,2012-08-14,4.3,njUgJcn8ZN0BdZdNEswRwA,666
Haneen,2014-03-19,4.15,4cZ3f3i0Slv2W9mLN_VZBw,422
Steff,2011-09-17,4.17,AyjqBovADgbskmLrIBOMlQ,246
Barnabas,2008-11-04,3.56,N-Sy8I9byR2Q2gTI99nKxQ,339
Margret,2010-05-04,4.01,fiGqQ7pIGKyZ9G0RqWLMpg,1454
Jin,2007-02-19,3.69,B1829_hxXSEpDPEDJtYeIw,1045
Taryn,2015-08-27,4.15,eVxYV4jI-618bnRCDniowQ,442
Natalie,2012-04-29,3.91,uc9ITBuspRFkl-S3Bo90dg,310
Scott,2008-11-01,3.34,3Vd_ATdvvuVVgn_YCpz8fw,651
Alice,2014-12-21,4.0,WJhQpdUHoFCtpU6gHFjVlQ,194
Meagan,2012-03-12,3.93,eA8WqJj_15lWURDwE6DsKQ,472
Sheila,2007-07-30,3.64,m-BZLIIh5PCAKnzH0qj_0Q,713
Donna,2013-10-27,4.09,lQBZo8_mm80dbwI5bo5c_w,300
Mike,2008-02-06,2.78,TYCkjEHPSJSnFb6m6GDluw,331
Lauren,2015-06-07,4.13,3nIuSCZk5f_2WWYMLN7h3w,1120
Ashley,2011-01-15,3.6,hZfzVrhsCQ9JDAb2jYoJNQ,719
Cecilia,2014-03-27,3.97,NFodPTpbWK7dSymxaBiUXg,154
Aaron,2010-12-12,4.26,nWh05uXTfV-L7s3iZon4Fg,426
Linda,2010-12-14,3.33,bzU8Cl6B9nqV1i5NReobvw,198
George,2012-09-15,4.06,dXIO-WFQJ8pwQ5M2STewZA,205
Charles,2009-02-28,3.71,vwi68eg4bmJHMSYq3jP2OQ,355
Jay,2011-09-17,4.28,DeVGAiOf2mHVUDfxvuhVlQ,458
Calvin,2011-01-26,3.33,1kNsEAhGU8d8xugMuXJGFA,1099
Mel,2011-03-30,3.67,NzlqN1Ca9SW5z780thoiAg,337
John,2010-04-22,3.86,Ry1O_KXZHGRI8g5zBR3IcQ,1324
Richard,2010-07-12,3.6,3cC726zwgerKNNasnidAww,466
Denise,2010-04-06,3.78,alUuOskFSl1bODjnce2PpQ,709
Aileen,2007-10-11,3.42,M9rRM6Eo5YbKLKMG5QiIPA,918
Susan,2010-05-15,4.03,48vRThjhuhiSQINQ2KV8Sw,680
Anne,2012-09-27,3.62,BkMqpJikNc3r5itc-ui6ww,299
Melanie,2011-04-03,3.38,ciXjBfJrAEteIKpzZg4I9g,891
Allison,2012-09-08,3.88,FEwPxhjdVKxSPVQQAHX2gg,248
Michael,2008-07-03,4.1,nXMMoDzXRByQiWH9cf-FAQ,996
Stephanie,2010-09-30,3.71,G5vpnTThIa7Vbjbu7zWQZA,274
Eli,2010-09-28,4.39,9hMqNBBpTl3lBy6qCAyu-A,603
Janelle,2014-05-17,4.36,QbDJB-4XAxn3BGwi6Rrzjw,390
Krista,2012-01-06,4.51,Ij7OcAO5FpoNKxS1RzNoWw,244
Jeff,2009-07-07,3.54,SlgpAnj2gQd44EM_Uq6DkQ,1391
Sammie,2015-03-16,3.95,l1VoG-0-bDF-us7xbWxfeg,378
Heather,2012-04-27,3.73,CWWjR_FeCVTln402tqRIxQ,294
Wil,2007-09-15,3.65,T_RiQ-TOeZf8N2kiCNCiSg,241
Roxy,2009-07-09,3.96,5jz-BicrPZGCp-Mi-oBRUw,557
Tonia,2009-07-09,3.72,5V8eXkTJb6IejJkMDaj_Bw,314
Heather,2013-06-04,3.53,TvenTNXyYtMNtED0i2tXfA,248
Adrienne,2012-09-07,3.63,MylxjEKiTeaWb-GAaPA-zA,310
Rainie,2011-07-12,3.6,KBh4r16e9Grc1HI9pG4wTg,514
Reese,2012-09-16,3.95,cty-VP-wvpUbsa-nPGc1CA,537
Lalena,2014-02-20,3.94,-50XWnmQGqBgEI-9ANvLlg,238
Holly,2009-08-25,3.59,Qjrn5UsK2HBZxx40HYA1iQ,1256
Daniel,2011-02-06,3.62,0tvCcnfJnSs55iB6mqPk3w,1181
Tiffany,2014-10-31,3.88,gOYgSEbE-Z7cqGsgGW3LBg,221
Avner,2011-02-23,3.54,kzRq4H_nSf4b3F_sdymWSw,550
Alison,2012-07-19,3.35,v8QnvfWXCf4651Bxg2vvIw,247
Anthony,2008-07-27,3.97,lsZlV02ZdqEzR-qILdT7Cw,242
Mark,2008-11-24,3.74,3xORNxbKdd08LUf0tclx3A,577
Karen,2006-01-28,3.87,DK57YibC5ShBmqQl97CKog,2206
Lisa,2008-11-14,4.17,T5KBc5QbwZ-Oj9ApE4vZJA,948
Megan,2011-02-20,3.98,0NMeLD8uzXZiniOu-ZpcJw,163
Allen,2010-04-08,3.7,aD263WOD4RShoqgvVhcKqQ,329
Katie,2011-11-05,4.09,zQTEbn5nWGPypxOf2uRPmg,1110
Sunny,2007-08-20,3.56,sTcYq6goD1Fa2WS9MSkSvQ,698
Darlene,2010-07-11,3.68,i3bLA4sEdFk8j3Pq6tx8wQ,236
George,2009-03-04,4.12,UyuWAvDcLp4zU1Wfc1PNXg,321
Teena,2010-07-04,3.38,O3pSxv1SyHpY4qi4Q16KzA,1208
Ashley,2011-05-13,3.84,S0YQ47x5g8SfZe87KGvsJw,400
Marissa,2013-02-09,4.13,QHX3NxFAlda3I32taYzI8w,1224
Kimberly,2013-03-22,3.95,5JVY32_bmTBfIGpCCsnAfw,748
Al,2013-03-03,3.2,tjTrsF-CpDnTcclX-3sCTw,856
Jessica,2010-08-11,4.03,lEw2VL9JCDFk3R5NzahqnA,733
Alice,2016-06-21,3.43,O3q-nwYZykMmacxjru01Zg,474
Paolo,2008-10-15,3.96,YwaKGmRNnSa3R3N4Hf9jLw,1002
Aleks,2011-01-23,3.83,mcJ-A0OGmiWZGBbdWPMfrw,554
Cris,2009-08-22,2.67,0ygWZ_gXF8qTm0bY95JJqA,536
Mallory,2013-02-24,4.27,hCy4Kkyo4N0fFLMDpKjYyw,230
George,2008-07-30,4.0,W5cwxNwGiZJd393PCDQEvA,543
Bryan,2010-05-03,3.33,XPNiTbrKL7f0_6L0lrbZlg,249
Annemarie,2012-04-04,3.84,ObQl16Vuc4sHPGKtzSGNUw,417
Susan,2017-04-28,3.96,yyDp7MZ2st7p0fOQuFYpcA,257
Monica,2009-10-25,3.47,Tsm8VraTp5OGyVALtUiCeQ,951
Erika,2013-01-09,4.09,OXSJCjKtvZPf-YPDCXcWZg,445
Ron,2012-10-07,3.94,PdgpUK6fHArEXsPcKFHXOg,417
Sarah,2012-12-19,4.1,WPcEBAbrPZxvCGlvH9XLsQ,151
Donna,2010-11-14,4.02,WsAejVneMXU-_yp_W0b_2A,234
Lori,2014-10-01,3.8,5CgjjDAic2-FAvCtiHpytA,803
Chad,2004-12-19,3.33,62GNFh5FySkA3MbrQmnqvg,2339
Marty,2010-07-15,3.88,C4-DtyZClKlyIi9_9xc5AA,316
Stephanie,2012-12-11,3.47,U5YQX_vMl_xQy8EQDqlNQQ,1226
Shawn,2009-08-28,3.29,HEvyblFw4I-UsMqgPGYY_Q,814
Candace,2009-06-12,3.72,wJgtf18VKKZq9A6ZQUybQw,550
Amelinda,2012-07-27,3.89,TdYKJgSgY2GF_YJnwsi5yQ,640
Anne,2011-10-30,3.42,M4tyqwsqBRXKAasRrFAD7w,204
Melody,2012-12-13,3.86,pgUQjUl_2G5L9EreDzIjSw,300
Cindy,2011-06-12,4.24,KrT4LHYdRt-m1DMPtVKN4w,280
Shauna,2010-03-12,3.61,HzEtbh5KYzfeW_MTVnGCEA,598
Westie,2007-10-03,3.27,L8P5OWO1Jh4B2HLa1Fnbng,1123
Brad,2011-06-21,3.79,XuuUQeBcibvbFvWyFhFz5Q,195
Nancy,2014-01-11,4.07,Z3nwYQzDUimoUl8LNDIxjQ,601
Andrea,2011-03-11,3.52,wtNopFY2ybprzk4FuEbWJQ,372
Paul,2012-11-07,3.71,VHc1yqBhsE-l3JQFXuWydQ,293
Nicole,2010-04-16,4.02,qlC607Cyp0Mj91vDFvkp3Q,1517
Audrey,2011-07-13,3.64,MMxRLgkd-MgwowmggmR2Dg,581
AMber,2008-08-25,4.1,rA97zeqOrUYuEM69n0Xn4w,374
Teri,2005-07-06,3.66,rt3PC7WCgCKsoufmQJELfw,1014
Lourdes,2015-10-19,4.2,BpJygDyhzDf7Pw1Is_5zSA,217
Kazi,2011-06-27,3.37,QizoV4-z0W1E3oKsNTgqAQ,195
Greg,2010-08-15,3.96,owlUazXSDLaxlOV7z8181g,533
David,2011-02-16,3.74,moj7DUHkP4j9yfwFm-oOHQ,575
Natalie,2011-09-18,3.8,WHmabbfgdSW-JrOU9ePMrA,472
Rana,2010-03-14,3.64,P2E31XC7SP4v_3hXC2o0Xw,537
Mike,2008-06-06,3.38,Z1Ce1N6F7vw9pKnsv8MtRA,930
Cortney,2013-08-13,4.16,9PODl32fViCXhN4NxBdGPQ,209
Nikki,2012-03-26,4.11,E43QxgV87Ij6KxMCHcijKw,668
Mandi,2011-10-20,3.76,LwVUO_5jjHuJRhvl6hlHVg,343
Julie,2010-04-01,3.67,_ir8NHMtV7KPTwmBmlkmQw,281
Andrea,2013-02-28,4.17,eh9uc8xHYR9-rki7fWggQQ,358
Allison,2010-09-12,3.87,vwLV4TkRMoghs86tB1Ke8Q,270
Amy,2008-02-21,3.84,qibGLHABNReGeJr2w4_8yQ,1240
Scott,2011-09-26,3.82,JXHrhT72U6sZJQSkFfNzjw,1018
Irene,2011-09-06,4.12,m1X96vPIYRja96l0O0G-3Q,231
Mary,2013-11-29,4.33,Cfwvos6oFlDquGiI2Qy1gQ,313
Terry,2009-07-29,3.4,T9QzRoP0LZYU7yar41Q7ig,230
Robert,2011-05-05,4.06,aq7PsU-EerT2gSPsBc_FCw,164
Shaya,2010-09-14,4.05,zcDVJ2FLanBw3ZfT_zpL-A,137
Aimee,2009-09-04,3.88,36uY0YLHy70zR7YoXLUKSA,295
Ilene,2011-09-04,3.77,hilL60vuuh06sMxs6Ckkog,485
Art,2009-04-16,3.64,Kgmvv8Y7WJLNOvbIiKHCoA,344
Matthew,2007-04-08,3.81,oWd7wL340Z9JiGf5Wu_bSQ,665
Max,2007-08-16,3.58,oaaEXgQ3x51cXE3GTXrT1Q,408
Imran,2011-03-24,3.57,yT_QCcnq-QGipWWuzIpvtw,877
Doug,2012-09-15,4.08,asL1d04xS3y8YQtU5ota-g,332
Brad,2010-07-22,3.8,QtuzG4-zmGTdB0jSMC54tg,146
Janet,2008-05-13,3.78,ctXFXk9-m6PCMoI-Nz2_XQ,1129
Allison,2012-09-16,4.1,pUQdU4MlkB46jIdYs9oMUA,243
Debbie,2015-04-12,3.38,26WgdHfEjWj4BrN-cUNhVw,277
Tom,2011-02-02,3.99,NWuFF7-HjYE9dvt_xGbEhw,317
Michael,2008-01-05,4.02,PeLGa5vUR8_mcsn-fn42Jg,1257
Brooke,2011-11-30,3.41,r0j4IpUbcdC1-HfoMYae4w,333
Fern,2008-10-07,3.34,WXlxViTwXHPBvhioljN9PQ,463
Jacqui,2014-11-09,3.97,0gtEsazPeHr5rj2IAsZePg,339
Nicolette,2012-01-16,3.56,4N-HU_T32hLENLntsNKNBg,188
Georgia,2007-01-06,3.98,sYQyXDjGaJj7wfaqz5u8KQ,708
Melissa,2010-04-11,4.07,OPJ0TW8tt5UanY2_YpCgIQ,195
Abby,2014-10-20,4.09,cTkwhMLSavNOO_swPKf-ZA,272
Shawn,2009-09-26,4.06,eZZyuJDouIg4p-GYB3PV_A,531
Tina,2009-08-17,3.71,i6V3NyTdkBVwPpH7r2BINA,525
Michelle,2012-03-01,3.38,c40DTzCb-fHY6vI03PNRLw,239
Matthew,2015-03-18,3.91,uAJNBvcJA2kIsGx_sSofEw,164
Jade,2009-04-28,3.8,n86B7IkbU20AkxlFX_5aew,1185
Chan,2010-07-14,4.2,0nqshyLgABOSyTfJUTthjQ,325
DJ,2010-10-30,3.62,Lfv4hefW1VbvaC2gatTFWA,907
David,2010-07-08,4.3,iXGoQVfBXU0CrwrRBWXozA,327
Lisa,2013-01-23,3.81,renPzRDqMZpMaHiCD_e1_A,473
Rod,2009-01-13,3.87,oeAhRa8yFa9jtrhaHnOyxQ,913
Sam,2009-08-29,3.93,S1kkm-OMFEemqZ1KAsatKw,241
Kristy,2014-07-26,3.73,sdLns7062kz3Ur_b8wgeYw,415
Georgette,2013-08-27,4.26,fxrQSMhHlBv6eJVRdchG9Q,469
Suzanne,2011-07-12,4.05,CQZpblGIHeMlD7KqNP7J7Q,318
Rich,2010-05-17,4.03,KBSFwLHntHwf0e28a94ckg,210
Charles,2013-11-06,3.94,EcYPCwJtFcQ-Ih9BG6mcUA,205
Shannon,2011-11-23,3.95,_AwABkxw1joJPXn-j9dNiA,383
Diana,2011-01-02,2.53,v7FPnMzdbl6J7U_8H1BWZA,305
Corey,2010-06-14,4.07,JUT0U3HTSB3kz9Wh7N0GqA,869
Shannon,2012-04-10,4.14,XMy-OTpVY8O1L-8w1zOKcw,325
Rockne,2012-03-09,4.0,CNaaizAUc2c4WIb1M3BBPw,646
